1237936		1237944		90
166812		222928		180
255072		252048		180
246660		248524		270
247944		249188		360
249840		251200		450
255132		248888		450
246556		254016		540
247940		244496		540
249812		251152		630
255144		250140		630
246704		252036		720
247876		246708		720
249796		249176		720
255164		254192		720
246620		246764		810
247932		252680		900
249900		245084		900
255032		253660		900
246672		251016		990
247924		244076		990
249828		254264		1080
255076		248256		1080
246688		252928		1170
247868		245360		1170
249940		252704		1260
254964		251156		1260
246716		249132		1350
247868		249980		1440
249888		247520		1440
255160		250504		1440
246644		253672		1530
247884		244308		1530
249740		254256		1620
255240		246404		1620
246620		253840		1710
247940		248392		1800
249852		246676		1800
255108		255380		1890
246580		246500		1890
247864		248212		1980
249948		251612		2070
255108		251156		2070
246644		250496		2160
247884		247388		2160
249888		248540		2160
255108		254344		2160
246600		248064		2250
247900		247484		2250
249940		252840		2340
255020		246116		2340
246740		256456		2430
247820		243484		2430
248908		251784		2520
256092		251412		2520
246672		249332		2610
247916		249052		2700
249856		249228		2700
255096		252572		2700
246676		250796		2790
247840		243724		2790
249940		254328		2880
254960		248792		2880
246748		250596		2970
247804		250216		3060
249856		246264		3060
255212		254472		3060
246640		249236		3150
247860		247704		3150
249920		251032		3240
255020		248360		3240
246712		254432		3330
247904		244456		3330
249848		251976		3420
255064		250964		3420
246652		248948		3510
247936		249692		3600
249904		248796		3600
254968		251896		3600
246688		252568		3690
247992		242076		3690
249804		256260		3780
255012		246556		3780
246788		253380		3870
247904		247584		3870
249780		248640		3870
255164		251848		3870
246692		251244		3960
247896		247336		3960
249856		250324		4050
255024		250204		4050
246704		249816		4140
247908		249500		4230
249900		247720		4230
255060		255132		4320
246692		245724		4320
247836		250896		4410
249832		250200		4500
255032		249432		4500
246768		254068		4590
247912		243944		4590
249872		251648		4680
254980		252044		4680
246712		247972		4770
247964		251700		4860
249848		245740		4860
255108		252620		4860
246672		251248		4950
247896		246360		4950
249776		252656		5040
255152		248136		5040
246636		251952		5130
247792		248768		5220
249956		245996		5220
255136		256936		5310
246612		244652		5310
248004		252360		5400
249764		247460		5400
255116		252648		5400
246680		251868		5490
247816		244044		5490
249788		254024		5580
255164		247352		5580
246728		253016		5670
247872		248400		5760
249804		246056		5760
255116		256564		5850
246688		245336		5850
247924		253828		5940
249848		244144		5940
255012		255296		6030
246708		246568		6030
247820		249732		6120
249932		251064		6210
255048		248500		6210
246740		254860		6300
247840		242368		6300
249912		254172		6390
255072		250328		6390
246624		248468		6480
248024		252928		6570
249832		241436		6570
255020		259668		6660
246728		245508		6660
247944		250824		6750
249732		249768		6840
255080		248660		6840
246736		253420		6930
247944		246488		6930
249868		248960		6930
254996		254224		6930
246752		245156		6930
247860		250924		7020
249884		250448		7110
255056		249552		7110
246688		253684		7200
247940		242352		7200
249760		254696		7290
255152		251344		7290
246692		248144		7380
247912		251796		7470
249860		244312		7470
255060		254876		7470
246672		249576		7560
247920		245228		7560
249844		256000		7650
255100		244344		7650
246612		255536		7740
247952		246532		7740
249876		249512		7740
255060		254592		7740
246656		243572		7740
247920		253352		7830
249812		247136		7830
255116		251576		7830
246652		253656		7920
247952		243144		7920
249720		253572		8010
255156		249772		8010
246704		250256		8100
247868		250348		8190
249864		246564		8190
255112		251696		8190
246624		252524		8280
247956		244740		8280
249684		254464		8370
255200		246508		8370
246660		252896		8460
247940		247916		8460
249880		249968		8550
255080		252152		8550
246712		248040		8640
247848		248256		8730
249876		251468		8820
254968		249240		8820
246776		252788		8910
247776		248328		9000
249912		244996		9000
255160		256396		9090
246660		248424		9180
247880		248508		9270
249896		250804		9360
255056		247900		9360
246644		253596		9450
247872		246348		9450
249908		250752		9540
255108		251808		9540
246620		249344		9630
247900		246768		9630
249848		254588		9720
255092		244256		9720
246652		258048		9810
247988		240112		9810
249784		254232		9900
255140		251572		9900
246652		249164		9990
247936		250752		10080
249872		244624		10080
254980		255128		10170
246768		251588		10260
247844		244064		10260
249824		254872		10350
255136		243452		10350
246672		257824		10440
247856		243804		10440
249932		250956		10530
255048		251920		10530
246724		248104		10620
247820		251836		10710
249932		247080		10710
255048		253256		10710
246624		250040		10800
247884		244456		10800
249888		253772		10890
255160		249252		10890
246668		253344		10980
247920		244512		10980
249832		250864		11070
255032		251896		11070
246684		249576		11160
247944		250056		11250
249836		248076		11250
255096		249808		11250
246632		252396		11340
247936		247256		11340
249820		250464		11430
255128		251492		11430
246688		249480		11520
247836		247732		11520
249928		250800		11610
255032		251832		11610
246632		249332		11700
247984		248484		11790
249864		248332		11790
255124		254812		11790
246564		246560		11790
247900		250716		11880
249936		247840		11880
255104		251484		11880
246640		252364		11970
247980		247792		11970
249748		246788		11970
255152		255204		12060
246704		247612		12150
247908		247404		12150
249820		253556		12240
255096		247168		12240
246688		255388		12330
247956		241732		12330
249724		253648		12420
255180		252180		12420
246632		246556		12420
247796		252296		12510
249968		244792		12510
255048		256596		12600
246720		246280		12600
247928		250524		12690
249840		250588		12780
255036		247320		12780
246716		255376		12870
247912		244112		12870
249828		252648		12960
255056		249348		12960
246720		250820		13050
247892		247860		13050
249872		249272		13050
255104		253156		13050
246592		250016		13140
247964		245656		13140
249840		250684		13230
255084		254448		13230
246616		246892		13320
247988		248932		13410
249852		251112		13500
255068		248976		13500
246656		251764		13590
247916		248132		13680
249848		249696		13680
255108		250592		13680
246612		249692		13770
247948		251348		13860
249836		247620		13860
255076		251220		13860
246708		252188		13950
247864		244352		13950
249776		253612		14040
255200		248056		14040
246676		255004		14130
247900		242456		14130
249808		251996		14220
255132		254400		14220
246644		245304		14220
247880		252480		14310
249872		245948		14310
255084		254888		14310
246664		247776		14400
247912		247368		14400
249932		252492		14490
255060		248256		14490
246608		253216		14580
247868		247204		14580
249920		250892		14670
255072		250112		14670
246668		249456		14760
247928		248916		14850
249772		247864		14850
255152		254464		14850
246688		247432		14940
